,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP,UNIQUELOCATION
12745,-7500.175299998373,4864879.856799996,0,1,1,2,13,17,1371714645,938
12746,-7500.175299998373,4864879.856799996,0,1,1,2,13,17,1371714657,938
12747,-7480.921700000763,4864891.6466000015,0,1,3,2,13,17,1371714619,911
12748,-7501.238400001079,4864863.081799999,1,1,2,2,13,17,1371714997,944
12749,-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715051,966
12750,-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715137,966
12751,-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715142,974
12752,-7511.778299998492,4864841.671700002,1,1,5,2,13,17,1371715284,996
12753,-7511.563299998641,4864853.561099999,1,1,7,2,13,17,1371715287,994
12754,-7506.762699998915,4864850.701899998,1,1,4,2,13,17,1371715291,976
12755,-7502.8467999994755,4864860.1862,1,1,3,2,13,17,1371715335,955
12756,-7502.8467999994755,4864860.1862,1,1,3,2,13,17,1371715384,955
12757,-7506.762699998915,4864850.701899998,1,1,4,2,13,17,1371715303,976
12758,-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715381,974
12759,-7474.495200000703,4864891.586599998,1,1,25,2,13,17,1371715495,890
12760,-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715450,974
12761,-7474.495200000703,4864891.586599998,1,1,25,2,13,17,1371715551,890
12762,-7479.0157000012705,4864891.920500003,1,1,12,2,13,17,1371715523,903
12763,-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715428,966
12764,-7496.014100000262,4864901.8967999965,1,1,13,2,13,17,1371715643,924
12765,-7474.670000001788,4864865.918799996,1,1,27,2,13,17,1371715722,897
12766,-7474.553700000048,4864866.8565,1,1,16,2,13,17,1371715692,891
12767,-7496.014100000262,4864901.8967999965,1,1,13,2,13,17,1371715627,924
12768,-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716170,1148
12769,-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716126,1148
12770,-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716200,1148
12771,-7536.565799999982,4864934.328000002,1,1,106,2,13,17,1371716226,1123
12772,-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716100,1148
12773,-7528.608068633825,4864959.505251184,1,1,104,1,13,17,1371716340,1090
12774,-7523.494500000029,4864951.885399997,1,1,104,2,13,17,1371716311,1056
12775,-7533.837600000203,4864939.373000003,1,1,105,2,13,17,1371716247,1104
12776,-7535.209515403956,4864948.090411805,1,1,105,1,13,17,1371716268,1110
12777,-7527.402600001544,4864929.238300003,1,1,101,2,13,17,1371716461,1085
12778,-7536.4928999990225,4864918.059600003,1,1,101,2,13,17,1371716483,1122
12779,-7524.514299999922,4864934.194600001,1,1,102,2,13,17,1371716435,1066
12780,-7510.211205821484,4864949.287095763,1,1,103,1,13,17,1371716390,987
12781,-7519.0086999982595,4864949.4529,1,1,103,2,13,17,1371716367,1034
12782,-7316.4574000015855,4864800.7843,4,2,123,2,13,17,1371721189,76
12783,-7312.662200000137,4864807.624899998,4,2,121,2,13,17,1371721226,40
12784,-7315.743400000036,4864802.071500003,4,2,122,2,13,17,1371721207,72
12785,-7311.919399999082,4864808.963799998,4,2,120,2,13,17,1371721242,33
12786,-7316.86719999835,4864813.714900002,4,2,140,2,13,17,1371721320,83
12787,-7309.517499998212,4864813.293499999,4,2,143,2,13,17,1371721267,14
12788,-7310.057300001383,4864815.156599999,4,2,119,2,13,17,1371721288,18
12789,-7321.037900000811,4864820.583700001,4,2,117,2,13,17,1371721401,116
12790,-7318.341099999845,4864814.532499999,4,2,139,2,13,17,1371721346,107
12791,-7330.786899998784,4864821.437299997,4,2,136,2,13,17,1371721543,169
12792,-7325.23409999907,4864818.356799996,4,2,137,2,13,17,1371721497,145
12793,-7324.080699998885,4864817.717,4,2,138,2,13,17,1371721434,134
12794,-7330.786899998784,4864821.437299997,4,2,136,2,13,17,1371721524,169
12795,-7332.1088000014415,4864822.170999996,4,2,135,2,13,17,1371721644,185
12796,-7337.716099999845,4864825.2817,4,2,134,2,13,17,1371721657,211
12797,-7327.958599999547,4864824.4234,4,2,116,2,13,17,1371721620,158
12798,-7337.716099999845,4864825.2817,4,2,134,2,13,17,1371721675,211
12799,-7352.520300000906,4864833.494800001,4,2,131,2,13,17,1371721787,303
12800,-7338.857999999076,4864825.9152000025,4,2,133,2,13,17,1371721720,227
12801,-7334.819400001317,4864828.2295999965,4,2,115,2,13,17,1371721742,195
12802,-7353.723400000484,4864834.1625000015,4,2,130,2,13,17,1371721912,314
12803,-7345.42330000177,4864829.557700002,4,2,132,2,13,17,1371721766,265
12804,-7359.331099998206,4864837.273500003,4,2,129,2,13,17,1371721929,348
12805,-7367.458799999206,4864841.782799996,4,2,126,2,13,17,1371721976,401
12806,-7360.497299998999,4864837.920500003,4,2,128,2,13,17,1371721943,358
12807,-7366.242400001734,4864841.108000003,4,2,127,2,13,17,1371721961,391
12808,-7385.526399999857,4864838.958999999,4,2,101,2,13,17,1371722041,526
12809,-7384.729100000113,4864840.396499999,4,2,102,2,13,17,1371722057,515
12810,-7381.754700001329,4864845.757299997,4,2,103,2,13,17,1371722072,493
12811,-7374.347500000149,4864845.604699999,4,2,124,2,13,17,1371722006,441
12812,-7373.052799999715,4864844.886500001,4,2,125,2,13,17,1371721991,430
12813,-7377.846599999814,4864852.802199997,4,2,105,2,13,17,1371722103,476
12814,-7376.904599998145,4864852.029399999,4,2,106,2,13,17,1371722121,458
12815,-7372.802900001408,4864849.3028,4,2,107,2,13,17,1371722145,423
12816,-7380.934599999338,4864847.235600002,4,2,104,2,13,17,1371722088,485
12817,-7359.148499999195,4864841.7271,4,2,111,2,13,17,1371722206,341
12818,-7363.282299999148,4864844.0207,4,2,110,2,13,17,1371722188,371
12819,-7366.095899999142,4864845.581600003,4,2,109,2,13,17,1371722176,386
12820,-7356.611999999732,4864840.320100002,4,2,112,2,13,17,1371722220,326
12821,-7370.0106999985865,4864847.7535,4,2,108,2,13,17,1371722159,409
12822,-7390.761199999601,4864835.141000004,4,2,147,2,13,17,1371722330,557
12823,-7349.546000000089,4864836.3998000035,4,2,114,2,13,17,1371722250,285
12824,-7390.435400001706,4864835.897,4,2,146,2,13,17,1371722317,546
12825,-7352.339699998499,4864837.949699998,4,2,113,2,13,17,1371722238,296
12826,-7489.9197999984035,4864901.8900000015,0,1,6,2,13,17,1371714574,919
12827,-7480.921700000763,4864891.6466000015,0,1,3,2,13,17,1371714619,911
12828,-7480.921700000763,4864891.6466000015,0,1,3,2,13,17,1371714597,911
12829,-7489.9197999984035,4864901.8900000015,0,1,6,2,13,17,1371714550,919
12830,-7499.118298217654,4864838.7984716,0,1,1,1,13,17,1371714753,936
12831,-7500.175299998373,4864879.856799996,0,1,1,2,13,17,1371714657,938
12832,-7500.175299998373,4864879.856799996,0,1,1,2,13,17,1371714645,938
12833,-7501.238400001079,4864863.081799999,1,1,2,2,13,17,1371714997,944
12834,-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715142,974
12835,-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715137,966
12836,-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715053,966
12837,-7516.52670000121,4864844.624799997,1,1,6,2,13,17,1371715281,1021
12838,-7506.762699998915,4864850.701899998,1,1,4,2,13,17,1371715291,976
12839,-7502.8467999994755,4864860.1862,1,1,3,2,13,17,1371715335,955
12840,-7506.762699998915,4864850.701899998,1,1,4,2,13,17,1371715303,976
12841,-7511.778299998492,4864841.671700002,1,1,5,2,13,17,1371715285,996
12842,-7511.563299998641,4864853.561099999,1,1,7,2,13,17,1371715287,994
12843,-7502.8467999994755,4864860.1862,1,1,3,2,13,17,1371715385,955
12844,-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715451,974
12845,-7504.906800001859,4864865.544699997,1,1,30,2,13,17,1371715434,966
12846,-7506.559300001712,4864862.569799997,1,1,8,2,13,17,1371715382,974
12847,-7479.0157000012705,4864891.920500003,1,1,12,2,13,17,1371715523,903
12848,-7474.495200000703,4864891.586599998,1,1,25,2,13,17,1371715551,890
12849,-7474.495200000703,4864891.586599998,1,1,25,2,13,17,1371715495,890
12850,-7496.014100000262,4864901.8967999965,1,1,13,2,13,17,1371715627,924
12851,-7496.014100000262,4864901.8967999965,1,1,13,2,13,17,1371715643,924
12852,-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716100,1148
12853,-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716126,1148
12854,-7474.553700000048,4864866.8565,1,1,16,2,13,17,1371715692,891
12855,-7474.670000001788,4864865.918799996,1,1,27,2,13,17,1371715722,897
12856,-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716200,1148
12857,-7541.168800000101,4864920.726800002,1,1,106,2,13,17,1371716170,1148
12858,-7536.565799999982,4864934.328000002,1,1,106,2,13,17,1371716226,1123
12859,-7523.494500000029,4864951.885399997,1,1,104,2,13,17,1371716311,1056
12860,-7528.608068633825,4864959.505251184,1,1,104,1,13,17,1371716341,1090
12861,-7535.209515403956,4864948.090411805,1,1,105,1,13,17,1371716268,1110
12862,-7533.837600000203,4864939.373000003,1,1,105,2,13,17,1371716247,1104
12863,-7519.0086999982595,4864949.4529,1,1,103,2,13,17,1371716367,1034
12864,-7510.211205821484,4864949.287095763,1,1,103,1,13,17,1371716390,987
12865,-7524.514299999922,4864934.194600001,1,1,102,2,13,17,1371716435,1066
12866,-7527.402600001544,4864929.238300003,1,1,101,2,13,17,1371716461,1085
12867,-7315.743400000036,4864802.071500003,4,2,122,2,13,17,1371721207,72
12868,-7316.4574000015855,4864800.7843,4,2,123,2,13,17,1371721189,76
12869,-7536.4928999990225,4864918.059600003,1,1,101,2,13,17,1371716483,1122
12870,-7312.662200000137,4864807.624899998,4,2,121,2,13,17,1371721226,40
12871,-7309.517499998212,4864813.293499999,4,2,143,2,13,17,1371721267,14
12872,-7311.919399999082,4864808.963799998,4,2,120,2,13,17,1371721242,33
12873,-7316.86719999835,4864813.714900002,4,2,140,2,13,17,1371721320,83
12874,-7310.057300001383,4864815.156599999,4,2,119,2,13,17,1371721288,18
12875,-7324.080699998885,4864817.717,4,2,138,2,13,17,1371721434,134
12876,-7321.037900000811,4864820.583700001,4,2,117,2,13,17,1371721401,116
12877,-7325.23409999907,4864818.356799996,4,2,137,2,13,17,1371721497,145
12878,-7318.341099999845,4864814.532499999,4,2,139,2,13,17,1371721346,107
12879,-7330.786899998784,4864821.437299997,4,2,136,2,13,17,1371721543,169
12880,-7332.1088000014415,4864822.170999996,4,2,135,2,13,17,1371721644,185
12881,-7330.786899998784,4864821.437299997,4,2,136,2,13,17,1371721524,169
12882,-7327.958599999547,4864824.4234,4,2,116,2,13,17,1371721620,158
12883,-7337.716099999845,4864825.2817,4,2,134,2,13,17,1371721657,211
12884,-7334.819400001317,4864828.2295999965,4,2,115,2,13,17,1371721742,195
12885,-7337.716099999845,4864825.2817,4,2,134,2,13,17,1371721675,211
12886,-7338.857999999076,4864825.9152000025,4,2,133,2,13,17,1371721720,227
12887,-7352.520300000906,4864833.494800001,4,2,131,2,13,17,1371721787,303
12888,-7353.723400000484,4864834.1625000015,4,2,130,2,13,17,1371721912,314
12889,-7345.42330000177,4864829.557700002,4,2,132,2,13,17,1371721766,265
12890,-7359.331099998206,4864837.273500003,4,2,129,2,13,17,1371721929,348
12891,-7367.458799999206,4864841.782799996,4,2,126,2,13,17,1371721976,401
12892,-7366.242400001734,4864841.108000003,4,2,127,2,13,17,1371721961,391
12893,-7373.052799999715,4864844.886500001,4,2,125,2,13,17,1371721991,430
12894,-7360.497299998999,4864837.920500003,4,2,128,2,13,17,1371721943,358
12895,-7374.347500000149,4864845.604699999,4,2,124,2,13,17,1371722006,441
12896,-7384.729100000113,4864840.396499999,4,2,102,2,13,17,1371722057,515
12897,-7380.934599999338,4864847.235600002,4,2,104,2,13,17,1371722088,485
12898,-7385.526399999857,4864838.958999999,4,2,101,2,13,17,1371722041,526
12899,-7381.754700001329,4864845.757299997,4,2,103,2,13,17,1371722072,493
12900,-7372.802900001408,4864849.3028,4,2,107,2,13,17,1371722145,423
12901,-7377.846599999814,4864852.802199997,4,2,105,2,13,17,1371722103,476
12902,-7366.095899999142,4864845.581600003,4,2,109,2,13,17,1371722176,386
12903,-7376.904599998145,4864852.029399999,4,2,106,2,13,17,1371722121,458
12904,-7370.0106999985865,4864847.7535,4,2,108,2,13,17,1371722159,409
12905,-7352.339699998499,4864837.949699998,4,2,113,2,13,17,1371722238,296
12906,-7356.611999999732,4864840.320100002,4,2,112,2,13,17,1371722220,326
12907,-7363.282299999148,4864844.0207,4,2,110,2,13,17,1371722188,371
12908,-7359.148499999195,4864841.7271,4,2,111,2,13,17,1371722206,341
12909,-7349.546000000089,4864836.3998000035,4,2,114,2,13,17,1371722250,285
12910,-7559.862900000066,4864871.224600002,0,1,110,2,14,7,1371714100,1187
12911,-7390.761199999601,4864835.141000004,4,2,147,2,13,17,1371722330,557
12912,-7390.435400001706,4864835.897,4,2,146,2,13,17,1371722317,546
12913,-7562.192000001669,4864866.7744999975,0,1,111,2,14,7,1371714127,1194
12914,-7555.236299999057,4864885.3138,0,1,108,2,14,7,1371714270,1167
12915,-7559.442800000309,4864887.620300001,0,1,114,2,14,7,1371714287,1175
12916,-7571.093199998141,4864871.718800001,0,1,112,2,14,7,1371714158,1217
12917,-7568.939100001007,4864876.265799998,0,1,113,2,14,7,1371714187,1209
12918,-7541.225999999791,4864920.757600002,0,1,118,2,14,7,1371714392,1149
12919,-7535.450800001621,4864931.182300001,0,1,117,2,14,7,1371714424,1113
12920,-7533.837600000203,4864939.373000003,0,1,122,2,14,7,1371714468,1103
12921,-7530.600900001824,4864928.6520000035,0,1,116,2,14,7,1371714438,1095
12922,-7536.435899998993,4864918.028399996,0,1,115,2,14,7,1371714368,1120
12923,-7519.0086999982595,4864949.452799998,0,1,121,2,14,7,1371714575,1033
12924,-7390.184700001031,4864838.919100001,2,2,101,2,14,7,1371715039,544
12925,-7524.514299999922,4864934.194600001,0,1,119,2,14,7,1371714505,1065
12926,-7523.494399998337,4864951.885300003,0,1,107,2,14,7,1371714544,1055
12927,-7381.686900001019,4864845.7553,2,2,102,2,14,7,1371715080,491
12928,-7380.866799999028,4864847.233599998,2,2,103,2,14,7,1371715106,482
12929,-7380.866799999028,4864847.233599998,2,2,103,2,14,7,1371715126,482
12930,-7377.778799999504,4864852.8002,2,2,104,2,14,7,1371715198,473
12931,-7377.061700001359,4864851.720700003,2,2,105,2,14,7,1371715222,461
12932,-7363.282299999148,4864844.0207,2,2,107,2,14,7,1371715292,370
12933,-7363.282299999148,4864844.0207,2,2,107,2,14,7,1371715313,370
12934,-7363.282299999148,4864844.0207,2,2,107,2,14,7,1371715333,370
12935,-7372.802900001408,4864849.3028,2,2,106,2,14,7,1371715251,422
12936,-7337.52419999987,4864829.7302,2,2,109,2,14,7,1371715418,207
12937,-7327.929099999367,4864824.406999998,2,2,111,2,14,7,1371715501,156
12938,-7330.668299999088,4864825.926600002,2,2,110,2,14,7,1371715469,166
12939,-7349.546000000089,4864836.399899997,2,2,108,2,14,7,1371715392,286
12940,-7323.883299998939,4864822.1624,2,2,112,2,14,7,1371715531,130
12941,-7321.03830000013,4864820.583800003,2,2,113,2,14,7,1371715558,117
12942,-7321.03830000013,4864820.583800003,2,2,113,2,14,7,1371715581,117
12943,-7321.03830000013,4864820.583800003,2,2,113,2,14,7,1371715613,117
12944,-7316.906800001859,4864818.2918,2,2,114,2,14,7,1371715648,87
12945,-7308.869500000029,4864814.4614999965,2,2,117,2,14,7,1371715761,8
12946,-7314.132500000298,4864816.752599998,2,2,115,2,14,7,1371715694,55
12947,-7310.02950000018,4864815.141199999,2,2,116,2,14,7,1371715733,17
12948,-7314.132500000298,4864816.752599998,2,2,115,2,14,7,1371715674,55
12949,-7311.919399999082,4864808.963799998,2,2,135,2,14,7,1371715794,31
12950,-7312.662200000137,4864807.624899998,2,2,136,2,14,7,1371715941,38
12951,-7311.919399999082,4864808.963799998,2,2,135,2,14,7,1371715888,31
12952,-7312.662200000137,4864807.624899998,2,2,136,2,14,7,1371715916,38
12953,-7316.963899999857,4864795.2365000015,2,2,139,2,14,7,1371716106,90
12954,-7312.662200000137,4864807.624899998,2,2,136,2,14,7,1371715982,38
12955,-7312.981300000101,4864798.747699998,2,2,138,2,14,7,1371716058,43
12956,-7315.743400000036,4864802.071500003,2,2,137,2,14,7,1371716017,70
12957,-7317.526099998503,4864794.559299998,2,2,140,2,14,7,1371716137,98
12958,-7313.065520714968,4864792.170037955,2,2,139,1,14,7,1371716232,44
12959,-7316.86719999835,4864813.714900002,2,2,134,2,14,7,1371716359,82
12960,-7317.526099998503,4864794.559299998,2,2,140,2,14,7,1371716215,98
12961,-7317.526099998503,4864794.559299998,2,2,140,2,14,7,1371716165,98
12962,-7325.23409999907,4864818.356799996,2,2,131,2,14,7,1371716466,144
12963,-7318.341099999845,4864814.532499999,2,2,133,2,14,7,1371716385,106
12964,-7330.786899998784,4864821.437299997,2,2,130,2,14,7,1371716497,168
12965,-7318.341099999845,4864814.532499999,2,2,133,2,14,7,1371716408,106
12966,-7324.080699998885,4864817.717,2,2,132,2,14,7,1371716443,133
12967,-7332.1088000014415,4864822.170999996,2,2,129,2,14,7,1371716523,184
12968,-7338.857999999076,4864825.9152000025,2,2,127,2,14,7,1371716604,226
12969,-7337.716099999845,4864825.2817,2,2,128,2,14,7,1371716549,210
12970,-7337.716099999845,4864825.2817,2,2,128,2,14,7,1371716578,210
12971,-7353.723400000484,4864834.1625000015,2,2,124,2,14,7,1371716779,312
12972,-7338.857999999076,4864825.9152000025,2,2,127,2,14,7,1371716637,226
12973,-7345.42330000177,4864829.557700002,2,2,126,2,14,7,1371716699,263
12974,-7345.42330000177,4864829.557700002,2,2,126,2,14,7,1371716675,263
12975,-7352.520300000906,4864833.494800001,2,2,125,2,14,7,1371716765,301
12976,-7360.497299998999,4864837.920500003,2,2,122,2,14,7,1371716856,356
12977,-7366.242400001734,4864841.108000003,2,2,121,2,14,7,1371716882,389
12978,-7367.458799999206,4864841.782799996,2,2,120,2,14,7,1371716932,399
12979,-7359.331099998206,4864837.273500003,2,2,123,2,14,7,1371716803,346
12980,-7367.458799999206,4864841.782799996,2,2,120,2,14,7,1371716936,399
12981,-7367.458799999206,4864841.782799996,2,2,120,2,14,7,1371716961,399
12982,-7367.458799999206,4864841.782799996,2,2,120,2,14,7,1371716984,399
12983,-7373.052799999715,4864844.886500001,2,2,119,2,14,7,1371717008,428
12984,-7374.347500000149,4864845.604699999,2,2,118,2,14,7,1371717064,439
12985,-7390.734700001776,4864835.034999996,2,2,144,2,14,7,1371717168,553
12986,-7373.052799999715,4864844.886500001,2,2,119,2,14,7,1371717028,428
12987,-7390.620600000025,4864836.055799998,2,2,143,2,14,7,1371717146,551
12988,-7374.347500000149,4864845.604699999,2,2,118,2,14,7,1371717090,439
12989,-7555.068599998952,4864885.213299997,1,1,107,2,14,7,1371720032,1164
12990,-7559.78200000152,4864871.373499997,1,1,107,2,14,7,1371720060,1185
12991,-7562.192000001669,4864866.774599999,1,1,108,2,14,7,1371720086,1195
12992,-7394.797230612487,4864837.578821808,2,2,143,1,14,7,1371717198,576
12993,-7562.192000001669,4864866.774599999,1,1,108,2,14,7,1371720133,1195
12994,-7568.86100000143,4864876.416199997,1,1,111,2,14,7,1371720196,1208
12995,-7527.402600001544,4864929.238300003,1,1,101,2,14,7,1371720297,1085
12996,-7559.442699998617,4864887.620300001,1,1,110,2,14,7,1371720230,1174
12997,-7571.093199998141,4864871.718699999,1,1,109,2,14,7,1371720166,1216
12998,-7524.514299999922,4864934.194600001,1,1,102,2,14,7,1371720490,1066
12999,-7536.4928999990225,4864918.059600003,1,1,101,2,14,7,1371720345,1122
13000,-7526.391455613078,4864919.34785118,1,1,101,1,14,7,1371720434,1078
13001,-7516.413621235639,4864937.650390036,1,1,102,1,14,7,1371720520,1017
13002,-7523.494500000029,4864951.885399997,1,1,104,2,14,7,1371720696,1056
13003,-7528.608068633825,4864959.505251184,1,1,104,1,14,7,1371720664,1090
13004,-7510.211205821484,4864949.287095763,1,1,103,1,14,7,1371720602,987
13005,-7519.0086999982595,4864949.4529,1,1,103,2,14,7,1371720568,1034
13006,-7533.837600000203,4864939.373000003,1,1,105,2,14,7,1371720728,1104
13007,-7541.168800000101,4864920.726800002,1,1,106,2,14,7,1371720850,1148
13008,-7536.565799999982,4864934.328000002,1,1,106,2,14,7,1371720808,1123
13009,-7535.209515403956,4864948.090411805,1,1,105,1,14,7,1371720762,1110
13010,-7545.474832799286,4864929.947813578,1,1,106,1,14,7,1371720886,1156
13011,-7545.474832799286,4864929.947813578,1,1,106,1,14,7,1371720908,1156
13012,-7578.461971551179,4864869.381579727,1,1,109,1,14,7,1371721080,1222
13013,-7572.053273737431,4864882.3671180615,1,1,111,1,14,7,1371721141,1221
13014,-7537.2410000003865,4864895.7321000025,1,1,117,2,14,7,1371721010,1133
13015,-7568.053527798504,4864892.154664098,1,1,110,1,14,7,1371721277,1204
13016,-7568.053527798504,4864892.154664098,1,1,110,1,14,7,1371721300,1204
13017,-7549.37943457067,4864878.413713895,1,1,107,1,14,7,1371721383,1159
13018,-7560.377608112991,4864859.336898372,1,1,108,1,14,7,1371721228,1190
13019,-7549.37943457067,4864878.413713895,1,1,107,1,14,7,1371721457,1159
13020,-7386.105999998747,4864837.9142,3,2,101,2,14,7,1371721943,529
13021,-7381.754700001329,4864845.757299997,3,2,102,2,14,7,1371722005,492
13022,-7383.733100000769,4864842.191699997,3,2,143,2,14,7,1371721972,506
13023,-7549.37943457067,4864878.413713895,1,1,107,1,14,7,1371721543,1159
13024,-7380.934599999338,4864847.235600002,3,2,103,2,14,7,1371722030,484
13025,-7377.096400000155,4864854.1538999975,3,2,105,2,14,7,1371722078,467
13026,-7375.028700001538,4864855.459899999,3,2,106,2,14,7,1371722115,446
13027,-7377.846599999814,4864852.802199997,3,2,104,2,14,7,1371722054,475
13028,-7372.802999999374,4864849.302699998,3,2,107,2,14,7,1371722187,425
13029,-7375.028700001538,4864855.459899999,3,2,106,2,14,7,1371722121,446
13030,-7372.802999999374,4864849.302699998,3,2,107,2,14,7,1371722149,425
13031,-7366.095899999142,4864845.581600003,3,2,108,2,14,7,1371722252,385
13032,-7370.01060000062,4864847.753600001,3,2,107,2,14,7,1371722216,408
13033,-7359.148499999195,4864841.7272000015,3,2,109,2,14,7,1371722299,342
13034,-7356.611999999732,4864840.32,3,2,109,2,14,7,1371722325,327
13035,-7363.282400000841,4864844.020599999,3,2,108,2,14,7,1371722269,372
13036,-7352.339699998499,4864837.9498,3,2,110,2,14,7,1371722365,297
13037,-7329.376800000668,4864825.210199997,3,2,129,2,14,7,1371722493,161
13038,-7315.637699998915,4864817.5876,3,2,130,2,14,7,1371722556,66
13039,-7309.517499998212,4864813.293499999,3,2,131,2,14,7,1371722585,13
13040,-7352.339699998499,4864837.9498,3,2,110,2,14,7,1371722386,297
13041,-7336.2989999987185,4864829.050399996,3,2,128,2,14,7,1371722447,200
13042,-7315.743400000036,4864802.071500003,3,2,134,2,14,7,1371722761,71
13043,-7311.919399999082,4864808.963799998,3,2,132,2,14,7,1371722618,32
13044,-7316.4574000015855,4864800.7843,3,2,135,2,14,7,1371722718,75
13045,-7312.662200000137,4864807.624899998,3,2,133,2,14,7,1371722826,39
13046,-7312.662200000137,4864807.624899998,3,2,133,2,14,7,1371723170,39
13047,-7317.526099998503,4864794.559299998,3,2,137,2,14,7,1371722952,99
13048,-7317.526099998503,4864794.559299998,3,2,137,2,14,7,1371723042,99
13049,-7313.731119778006,4864792.063410872,3,2,136,1,14,7,1371722894,49
13050,-7316.963899999857,4864795.2365000015,3,2,136,2,14,7,1371722866,91
13051,-7323.891800001264,4864818.059199996,3,2,125,2,14,7,1371723265,131
13052,-7316.680700000374,4864814.058700003,3,2,127,2,14,7,1371723192,79
13053,-7318.160399999469,4864814.879600003,3,2,126,2,14,7,1371723235,104
13054,-7318.160399999469,4864814.879600003,3,2,126,2,14,7,1371723218,104
13055,-7330.597199998796,4864821.779299997,3,2,123,2,14,7,1371723375,165
13056,-7323.891800001264,4864818.059199996,3,2,125,2,14,7,1371723293,131
13057,-7325.052900001408,4864818.703599997,3,2,124,2,14,7,1371723339,141
13058,-7323.891800001264,4864818.059199996,3,2,125,2,14,7,1371723306,131
13059,-7331.918400000781,4864822.512199998,3,2,122,2,14,7,1371723397,182
13060,-7337.5278999991715,4864825.624499999,3,2,121,2,14,7,1371723432,208
13061,-7345.42330000177,4864829.557700002,3,2,119,2,14,7,1371723499,264
13062,-7352.520300000906,4864833.494800001,3,2,118,2,14,7,1371723519,302
13063,-7519.0086999982595,4864949.452799998,0,1,121,2,14,7,1371714573,1033
13064,-7338.66330000013,4864826.254299998,3,2,120,2,14,7,1371723462,221
13065,-7360.497299998999,4864837.920500003,3,2,115,2,14,7,1371723604,357
13066,-7353.723400000484,4864834.1625000015,3,2,117,2,14,7,1371723543,313
13067,-7359.331099998206,4864837.273500003,3,2,116,2,14,7,1371723578,347
13068,-7360.497299998999,4864837.920500003,3,2,115,2,14,7,1371723639,357
13069,-7366.242400001734,4864841.108000003,3,2,114,2,14,7,1371723670,390
13070,-7367.458799999206,4864841.782799996,3,2,113,2,14,7,1371723699,400
13071,-7367.458799999206,4864841.782799996,3,2,113,2,14,7,1371723715,400
13072,-7374.347500000149,4864845.604699999,3,2,111,2,14,7,1371723774,440
13073,-7373.052799999715,4864844.886500001,3,2,112,2,14,7,1371723744,429
13074,-7559.862900000066,4864871.224600002,0,1,110,2,14,7,1371714097,1187
13075,-7390.435400001706,4864835.897,3,2,140,2,14,7,1371723823,545
13076,-7390.761199999601,4864835.141000004,3,2,141,2,14,7,1371723846,556
13077,-7394.577824883163,4864836.924705662,3,2,140,1,14,7,1371723878,574
13078,-7559.442800000309,4864887.620300001,0,1,114,2,14,7,1371714284,1175
13079,-7568.939100001007,4864876.265799998,0,1,113,2,14,7,1371714184,1209
13080,-7571.093199998141,4864871.718800001,0,1,112,2,14,7,1371714156,1217
13081,-7555.236299999057,4864885.3138,0,1,108,2,14,7,1371714247,1167
13082,-7562.192000001669,4864866.7744999975,0,1,111,2,14,7,1371714124,1194
13083,-7541.225999999791,4864920.757600002,0,1,118,2,14,7,1371714372,1149
13084,-7535.450800001621,4864931.182300001,0,1,117,2,14,7,1371714406,1113
13085,-7530.600900001824,4864928.6520000035,0,1,116,2,14,7,1371714435,1095
13086,-7536.435899998993,4864918.028399996,0,1,115,2,14,7,1371714348,1120
13087,-7533.837600000203,4864939.373000003,0,1,122,2,14,7,1371714466,1103
13088,-7524.514299999922,4864934.194600001,0,1,119,2,14,7,1371714502,1065
13089,-7390.184700001031,4864838.919100001,2,2,101,2,14,7,1371715035,544
13090,-7523.494399998337,4864951.885300003,0,1,107,2,14,7,1371714542,1055
13091,-7372.802900001408,4864849.3028,2,2,106,2,14,7,1371715246,422
13092,-7380.866799999028,4864847.233599998,2,2,103,2,14,7,1371715122,482
13093,-7377.061700001359,4864851.720700003,2,2,105,2,14,7,1371715217,461
13094,-7377.778799999504,4864852.8002,2,2,104,2,14,7,1371715191,473
13095,-7381.686900001019,4864845.7553,2,2,102,2,14,7,1371715074,491
13096,-7363.282299999148,4864844.0207,2,2,107,2,14,7,1371715328,370
13097,-7363.282299999148,4864844.0207,2,2,107,2,14,7,1371715289,370
13098,-7349.546000000089,4864836.399899997,2,2,108,2,14,7,1371715387,286
